Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Correction: Single-step acid-catalyzed synthesis of luminescent colloidal organosilica nanobeads","Nano Convergence","","9","1","10.1186/s40580-022-00347-1","Phornsawat BaipaywadSeong Vin HongJong Bae KimJangsun HwangJonghoon ChoiHansoo ParkTaejong Paik","2022","http://link.springer.com/article/10.1186/s40580-022-00347-1","Article"
"Effect of electric and magnetic fields on impurity binding energy in zinc-blend symmetric InGaN/GaN multiple quantum dots","Nano Convergence","","1","1","10.1186/s40580-014-0025-3","Ebrahim SadeghiElham Naghdi","2014","http://link.springer.com/article/10.1186/s40580-014-0025-3","Article"
"Resist-free antireflective nanostructured film fabricated by thermal-NIL","Nano Convergence","","1","1","10.1186/s40580-014-0019-1","Young Hun KangJae Hyung HanSong Yun ChoChoon-Gi Choi","2014","http://link.springer.com/article/10.1186/s40580-014-0019-1","Article"
"Erratum to: Understanding dual precipitation strengthening in ultra-high strength low carbon steel containing nano-sized copper precipitates and carbides","Nano Convergence","","4","1","10.1186/s40580-017-0114-1","M. P. PhanirajYoung-Min ShinWoo-Sang JungMan-Ho KimIn-Suk Choi","2017","http://link.springer.com/article/10.1186/s40580-017-0114-1","Article"
"Correction to: Functionalized microneedles for continuous glucose monitoring","Nano Convergence","","5","1","10.1186/s40580-018-0169-7","Kai TakeuchiBeomjoon Kim","2018","http://link.springer.com/article/10.1186/s40580-018-0169-7","Article"
"Simple, rapid, and accurate malaria diagnostic platform using microfluidic-based immunoassay of Plasmodium falciparum lactate dehydrogenase","Nano Convergence","","7","1","10.1186/s40580-020-00223-w","Wang Sik LeeTaejoon KangKyung Jin KwakKyoungsook ParkSo Yeon YiUi Jin LeeYong Beom ShinJinyoung Jeong","2020","http://link.springer.com/article/10.1186/s40580-020-00223-w","Article"
"Novel 3D micro- and nanofabrication method using thermally activated selective topography equilibration (TASTE) of polymers","Nano Convergence","","1","1","10.1186/s40580-014-0007-5","Arne SchleunitzVitaliy A GuzenkoMartin MesserschmidtHakan AtasoyRobert KirchnerHelmut Schift","2014","http://link.springer.com/article/10.1186/s40580-014-0007-5","Article"
"Electroactive nano-Biohybrid actuator composed of gold nanoparticle-embedded muscle bundle on molybdenum disulfide nanosheet-modified electrode for motion enhancement of biohybrid robot","Nano Convergence","","9","1","10.1186/s40580-022-00316-8","Minkyu ShinJin-Ha ChoiJoungpyo LimSungwoo ChoTaehyeong HaJae Hyun JeongJeong-Woo Choi","2022","http://link.springer.com/article/10.1186/s40580-022-00316-8","Article"
"Excellent enhancement in the device performance of nitrogen plasma treated ZnO nanorods based diodes","Nano Convergence","","1","1","10.1186/s40580-014-0026-2","Nandanapalli Koteeswara ReddyMudusu DevikaYoon-Bong Hahn","2014","http://link.springer.com/article/10.1186/s40580-014-0026-2","Article"
"Study of a hysteresis window of FinFET and fully-depleted silicon-on-insulator (FDSOI) MOSFET with ferroelectric capacitor","Nano Convergence","","7","1","10.1186/s40580-020-00230-x","Chankeun YoonSeungjun MoonChanghwan Shin","2020","http://link.springer.com/article/10.1186/s40580-020-00230-x","Article"
"Low-temperature large-area fabrication of ZnO nanowires on flexible plastic substrates by solution-processible metal-seeded hydrothermal growth","Nano Convergence","","7","1","10.1186/s40580-020-00235-6","Kangeun YooWonseok LeeKyungnam KangInhwan KimDaehun KangDong Kyo OhMin Cheol KimHyunsik ChoiKwangjun KimMinwook KimJeong Dae KimInkyu ParkJong G. Ok","2020","http://link.springer.com/article/10.1186/s40580-020-00235-6","Article"
"Mesoscopic-scale grain formation in HfO2-based ferroelectric thin films and its impact on electrical characteristics","Nano Convergence","","9","1","10.1186/s40580-022-00342-6","Masaharu KobayashiJixuan WuYoshiki SawabeSaraya TakuyaToshiro Hiramoto","2022","http://link.springer.com/article/10.1186/s40580-022-00342-6","Article"
"Stabilizing Li-metal host anode with LiF-rich solid electrolyte interphase","Nano Convergence","","8","1","10.1186/s40580-021-00269-4","Jaewoo LeeMin-Sik ParkJung Ho Kim","2021","http://link.springer.com/article/10.1186/s40580-021-00269-4","Article"
"Quantum hybridization negative differential resistance from non-toxic halide perovskite nanowire heterojunctions and its strain control","Nano Convergence","","9","1","10.1186/s40580-022-00314-w","Juho LeeMuhammad Ejaz KhanYong-Hoon Kim","2022","http://link.springer.com/article/10.1186/s40580-022-00314-w","Article"
"Study of blend composition of nano silica under the influence of neutron flux","Nano Convergence","","1","1","10.1186/s40580-014-0021-7","Elchin HuseynovAdil GaribovRavan Mehdiyeva","2014","http://link.springer.com/article/10.1186/s40580-014-0021-7","Article"
"Omni-directional wind-driven triboelectric nanogenerator with cross-shaped dielectric film","Nano Convergence","","8","1","10.1186/s40580-021-00276-5","Yoseop ShinSungjun ChoSejin HanGun Young Jung","2021","http://link.springer.com/article/10.1186/s40580-021-00276-5","Article"
"Electroplated core–shell nanowire network electrodes for highly efficient organic light-emitting diodes","Nano Convergence","","9","1","10.1186/s40580-021-00295-2","Hyungseok KangJoo Sung KimSeok-Ryul ChoiYoung-Hoon KimDo Hwan KimJung-Gu KimTae-Woo LeeJeong Ho Cho","2022","http://link.springer.com/article/10.1186/s40580-021-00295-2","Article"
"Promoting N2 electroreduction to ammonia by fluorine-terminating Ti3C2Tx MXene","Nano Convergence","","8","1","10.1186/s40580-021-00264-9","Yu DingJunbo ZhangAnxiang GuanQihao WangSi LiAbdullah M. Al-EniziLinping QianLijuan ZhangGengfeng Zheng","2021","http://link.springer.com/article/10.1186/s40580-021-00264-9","Article"
"Electrochemical activity of Samarium on starch-derived porous carbon: rechargeable Li- and Al-ion batteries","Nano Convergence","","7","1","10.1186/s40580-020-00221-y","Kaiqiang ZhangTae Hyung LeeMin-Ju ChoiAraz Rajabi-AbhariSeokhoon ChoiKyung Soon ChoiRajender S. VarmaJi-Won ChoiHo Won JangMohammadreza Shokouhimehr","2020","http://link.springer.com/article/10.1186/s40580-020-00221-y","Article"
"Origins of domain wall pinning in ferroelectric nanocapacitors","Nano Convergence","","1","1","10.1186/s40580-014-0024-4","Yunseok KimHee HanIonela VrejoiuWoo LeeDietrich HesseMarin Alexe","2014","http://link.springer.com/article/10.1186/s40580-014-0024-4","Article"
"Demonstration of p-type stack-channel ternary logic device using scalable DNTT patterning process","Nano Convergence","","10","1","10.1186/s40580-023-00362-w","Yongsu LeeHeejin KwonSeung-Mo KimHo-In LeeKiyung KimHae-Won LeeSo-Young KimHyeon Jun HwangByoung Hun Lee","2023","http://link.springer.com/article/10.1186/s40580-023-00362-w","Article"
"A silicon nanowire photodetector using Au plasmonic nanoantennas","Nano Convergence","","1","1","10.1186/s40580-014-0029-z","Sang-Won JeeKeya ZhouDong-Wook KimJung-Ho Lee","2014","http://link.springer.com/article/10.1186/s40580-014-0029-z","Article"
"Optimization and stabilization of gold nanoparticles by using herbal plant extract with microwave heating","Nano Convergence","","1","1","10.1186/s40580-014-0012-8","Akbar YasminKumaraswamy RameshShanmugam Rajeshkumar","2014","http://link.springer.com/article/10.1186/s40580-014-0012-8","Article"
"Deep Q-network to produce polarization-independent perfect solar absorbers: a statistical report","Nano Convergence","","7","1","10.1186/s40580-020-00233-8","Iman SajedianTrevon BadloeHeon LeeJunsuk Rho","2020","http://link.springer.com/article/10.1186/s40580-020-00233-8","Article"
"Microscopic evidence of strong interactions between chemical vapor deposited 2D MoS2 film and SiO2 growth template","Nano Convergence","","8","1","10.1186/s40580-021-00262-x","Woonbae SohnKi Chang KwonJun Min SuhTae Hyung LeeKwang Chul RohHo Won Jang","2021","http://link.springer.com/article/10.1186/s40580-021-00262-x","Article"
"Spontaneous formation of boron nitride nanotube fibers by boron impurity reduction in laser ablation of ammonia borane","Nano Convergence","","9","1","10.1186/s40580-022-00312-y","Dong Su BaeChunghun KimHunsu LeeOmar KhaterKeun Su KimHomin ShinKun-Hong LeeMyung Jong Kim","2022","http://link.springer.com/article/10.1186/s40580-022-00312-y","Article"
"Metal complexation-mediated stable and biocompatible nanoformulation of clinically approved near-infrared absorber for improved tumor targeting and photonic theranostics","Nano Convergence","","8","1","10.1186/s40580-021-00286-3","Yong-Deok LeeHyeon Jeong ShinJounghyun YooGayoung KimMin-Kyoung KangJae Jun LeeJoona BangJin-Kyoung YangSehoon Kim","2021","http://link.springer.com/article/10.1186/s40580-021-00286-3","Article"
"Design of plasmonic cavities","Nano Convergence","","1","1","10.1186/s40580-014-0008-4","Soon-Hong KwonYou-Shin NoHong-Gyu Park","2014","http://link.springer.com/article/10.1186/s40580-014-0008-4","Article"
"Nanoscale investigation of surface potential distribution of Cu2ZnSn(S,Se)4 thin films grown with additional NaF layers","Nano Convergence","","1","1","10.1186/s40580-014-0027-1","Gee Yeong KimJuran KimWilliam JoDae-Ho SonDae-Hwan KimJin-Kyu Kang","2014","http://link.springer.com/article/10.1186/s40580-014-0027-1","Article"
"Magnetic and near-infrared derived heating characteristics of dimercaptosuccinic acid coated uniform Fe@Fe3O4 core–shell nanoparticles","Nano Convergence","","7","1","10.1186/s40580-020-00229-4","Changhyuk KooHwichan HongPyung Won ImHoonsub KimChaedong LeeXuanzhen JinBingyi YanWooseung LeeHyung-Jun ImSun Ha PaekYuanzhe Piao","2020","http://link.springer.com/article/10.1186/s40580-020-00229-4","Article"
"Double-gate thin film transistor with suspended-gate applicable to tactile force sensor","Nano Convergence","","7","1","10.1186/s40580-020-00240-9","An Hoang-Thuy NguyenManh-Cuong NguyenSeongyong ChoAnh-Duy NguyenHyewon KimYeongcheol SeokJiyeon YoonRino Choi","2020","http://link.springer.com/article/10.1186/s40580-020-00240-9","Article"
"Growth of centimeter-scale perovskite single-crystalline thin film via surface engineering","Nano Convergence","","7","1","10.1186/s40580-020-00236-5","Yu-Hao DengZhen-Qian YangRen-Min Ma","2020","http://link.springer.com/article/10.1186/s40580-020-00236-5","Article"
"Discrimination and isolation of the virus from free RNA fragments for the highly sensitive measurement of SARS-CoV-2 abundance on surfaces using a graphene oxide nano surface","Nano Convergence","","8","1","10.1186/s40580-021-00281-8","Hyun Jin YooYun Guang LiWen Ying CuiWonseok ChungYong-Beom ShinYeon-Sook KimChangyoon BaekJunhong Min","2021","http://link.springer.com/article/10.1186/s40580-021-00281-8","Article"
"Integration of monolithic porous polymer with droplet-based microfluidics on a chip for nano/picoliter volume sample analysis","Nano Convergence","","1","1","10.1186/s40580-014-0003-9","Jin-young KimSoo-Ik ChangAndrew J deMelloDanny O’Hare","2014","http://link.springer.com/article/10.1186/s40580-014-0003-9","Article"
"Photo-sensitivity of large area physical vapor deposited mono and bilayer MoS2","Nano Convergence","","1","1","10.1186/s40580-014-0022-6","Baoming WangChristopher MuratoreAndrey A VoevodinMd Amanul Haque","2014","http://link.springer.com/article/10.1186/s40580-014-0022-6","Article"
"Self-assembled pagoda-like nanostructure-induced vertically stacked split-ring resonators for polarization-sensitive dichroic responses","Nano Convergence","","9","1","10.1186/s40580-022-00331-9","Sanghoon KimChunghwan JungJungho MunMooseong KimHyeongkeon YoonJunho JangMyeongcheol GoJaeyong LeeJunsuk RhoJin Kon Kim","2022","http://link.springer.com/article/10.1186/s40580-022-00331-9","Article"
"Nano-structural effects on Hematite (α-Fe2O3) nanoparticle radiofrequency heating","Nano Convergence","","8","1","10.1186/s40580-021-00258-7","Camilah D. PowellAmanda W. LounsburyZachary S. FishmanChristian L. CoonrodMiranda J. GallagherDino VillagranJulie B. ZimmermanLisa D. PfefferleMichael S. Wong","2021","http://link.springer.com/article/10.1186/s40580-021-00258-7","Article"
"Single-step acid-catalyzed synthesis of luminescent colloidal organosilica nanobeads","Nano Convergence","","9","1","10.1186/s40580-022-00303-z","Phornsawat BaipaywadSeong Vin HongJong Bae KimJangsun HwangJonghoon ChoiHansoo ParkTaejong Paik","2022","http://link.springer.com/article/10.1186/s40580-022-00303-z","Article"
"Modulating the electrocatalytic activity of N-doped carbon frameworks via coupling with dual metals for Zn–air batteries","Nano Convergence","","9","1","10.1186/s40580-022-00308-8","Jung Hyun ParkJae-Hoon ShinJong-Min JuJun-Hyeong LeeChanhee ChoiYoonhee SoHyunji LeeJong-Ho Kim","2022","http://link.springer.com/article/10.1186/s40580-022-00308-8","Article"
"Effect of reducing agents on the synthesis of anisotropic gold nanoparticles","Nano Convergence","","9","1","10.1186/s40580-021-00296-1","Sunghoon YooDong Hwan NamThangjam Ibomcha SinghGyu LeemSeunghyun Lee","2022","http://link.springer.com/article/10.1186/s40580-021-00296-1","Article"
"Flexible nanopillar-based immunoelectrochemical biosensor for noninvasive detection of Amyloid beta","Nano Convergence","","7","1","10.1186/s40580-020-00239-2","Yoo Min ParkJunhyoung AhnYoung Sun ChoiJae-Min JeongSeok Jae LeeJae Jong LeeBong Gill ChoiKyoung G. Lee","2020","http://link.springer.com/article/10.1186/s40580-020-00239-2","Article"
"Improvement of the thermal stability of dendritic silver-coated copper microparticles by surface modification based on molecular self-assembly","Nano Convergence","","8","1","10.1186/s40580-021-00265-8","Tae Hyeong KimHyeji KimHyo Jun JangNara LeeKwang Hyun NamDae-won ChungSeunghyun Lee","2021","http://link.springer.com/article/10.1186/s40580-021-00265-8","Article"
"Inner structure- and surface-controlled hollow MnO nanocubes for high sensitive MR imaging contrast effect","Nano Convergence","","7","1","10.1186/s40580-020-00227-6","Aastha KukrejaByunghoon KangSeungmin HanMoo-Kwang ShinHye Young SonYuna ChoiEun-Kyung LimYong-Min HuhSeungjoo Haam","2020","http://link.springer.com/article/10.1186/s40580-020-00227-6","Article"
"Impact of Pt grain size on ferroelectric properties of zirconium hafnium oxide by chemical solution deposition","Nano Convergence","","9","1","10.1186/s40580-022-00334-6","An Hoang-Thuy NguyenManh-Cuong NguyenAnh-Duy NguyenJi-Yong YimJeong-Han KimNo-Hwal ParkSeung-Joon JeonDaewoong KwonRino Choi","2022","http://link.springer.com/article/10.1186/s40580-022-00334-6","Article"
"Permeable characteristics of surface film deposited on LiMn2O4 positive electrode revealed by redox-active indicator","Nano Convergence","","8","1","10.1186/s40580-021-00272-9","Hyun-seung KimJin Hyuk YangJi Woo HanLe Thi ThaoJi Heon RyuSeung M. OhKi Jae Kim","2021","http://link.springer.com/article/10.1186/s40580-021-00272-9","Article"
